cell_id,transect_id,natpark_in_out,survey_id,country_id,zebra_count,zebra_observations,livestock_count,livestock_observations,buffalo_count,buffalo_observations,agriculture_count,agriculture_observations,humanresources_count,humanresources_observations
35440,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35441,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35442,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35443,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35444,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35445,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35446,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35447,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35448,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35449,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35450,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35451,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35452,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35453,5849,0,833,17,0,0,0,0,0,0,0,0,0,0
35454,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35455,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35456,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35457,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35458,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35459,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35460,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35461,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35462,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35463,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35464,5848,1,833,17,0,0,0,0,0,0,0,0,0,0
35465,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35466,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35467,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35468,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35469,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35470,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35471,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35472,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35473,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35474,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35475,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35476,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35477,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35478,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35479,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35480,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35481,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35482,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35483,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35484,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35485,5848,0,833,17,0,0,0,0,0,0,0,0,0,0
35486,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35487,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35488,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35489,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35490,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35491,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35492,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35493,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35494,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35495,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35496,5847,1,833,17,0,0,0,0,0,0,0,0,0,0
35497,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35498,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35499,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35500,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35501,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35502,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35503,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35504,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35505,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35506,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35507,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35508,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35509,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35510,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35511,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35512,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35513,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35514,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35515,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35516,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35517,5847,0,833,17,0,0,0,0,0,0,0,0,0,0
35518,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35519,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35520,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35521,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35522,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35523,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35524,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35525,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35526,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35527,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35528,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35529,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35530,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35531,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35532,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35533,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35534,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35535,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35536,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35537,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35538,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35539,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35540,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35541,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35542,5846,1,833,17,0,0,0,0,0,0,0,0,0,0
35543,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35544,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35545,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35546,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35547,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35548,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35549,5846,0,833,17,0,0,0,0,0,0,0,0,0,0
35550,5845,0,833,17,0,0,0,0,0,0,0,0,0,0
35551,5845,0,833,17,0,0,0,0,0,0,0,0,0,0
35552,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35553,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35554,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35555,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35556,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35557,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35558,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35559,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35560,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35561,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35562,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35563,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35564,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35565,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35566,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35567,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35568,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35569,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35570,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35571,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35572,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35573,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35574,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35575,5845,1,833,17,0,0,0,0,0,0,0,0,0,0
35576,5845,0,833,17,0,0,0,0,0,0,0,0,0,0
35577,5845,0,833,17,0,0,0,0,0,0,0,0,0,0
35578,5845,0,833,17,0,0,0,0,0,0,0,0,0,0
35579,5845,0,833,17,0,0,0,0,0,0,0,0,0,0
35580,5845,0,833,17,0,0,0,0,0,0,0,0,0,0
35581,5845,0,833,17,0,0,0,0,0,0,0,0,0,0
35582,5844,0,833,17,0,0,0,0,0,0,0,0,0,0
35583,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35584,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35585,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35586,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35587,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35588,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35589,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35590,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35591,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35592,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35593,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35594,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35595,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35596,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35597,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35598,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35599,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35600,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35601,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35602,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35603,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35604,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35605,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35606,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35607,5844,1,833,17,0,0,0,0,0,0,0,0,0,0
35608,5844,0,833,17,0,0,0,0,0,0,0,0,0,0
35609,5844,0,833,17,0,0,0,0,0,0,0,0,0,0
35610,5844,0,833,17,0,0,0,0,0,0,0,0,0,0
35611,5844,0,833,17,0,0,0,0,0,0,0,0,0,0
35612,5844,0,833,17,0,0,0,0,0,0,0,0,0,0
35613,5844,0,833,17,0,0,0,0,0,0,0,0,0,0
35614,5843,0,833,17,0,0,0,0,0,0,0,0,0,0
35615,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35616,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35617,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35618,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35619,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35620,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35621,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35622,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35623,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35624,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35625,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35626,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35627,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35628,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35629,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35630,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35631,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35632,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35633,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35634,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35635,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35636,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35637,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35638,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35639,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35640,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35641,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35642,5843,1,833,17,0,0,0,0,0,0,0,0,0,0
35643,5843,0,833,17,0,0,0,0,0,0,0,0,0,0
35644,5843,0,833,17,0,0,0,0,0,0,0,0,0,0
35645,5843,0,833,17,0,0,0,0,0,0,0,0,0,0
35646,5843,0,833,17,0,0,0,0,0,0,0,0,0,0
35647,5843,0,833,17,0,0,0,0,0,0,0,0,0,0
35648,5842,0,833,17,0,0,0,0,0,0,0,0,0,0
35649,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35650,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35651,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35652,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35653,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35654,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35655,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35656,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35657,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35658,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35659,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35660,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35661,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35662,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35663,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35664,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35665,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35666,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35667,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35668,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35669,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35670,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35671,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35672,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35673,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35674,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35675,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35676,5842,1,833,17,0,0,0,0,0,0,0,0,0,0
35677,5842,0,833,17,0,0,0,0,0,0,0,0,0,0
35678,5842,0,833,17,0,0,0,0,0,0,0,0,0,0
35679,5842,0,833,17,0,0,0,0,0,0,0,0,0,0
35680,5842,0,833,17,0,0,0,0,0,0,0,0,0,0
35681,5842,0,833,17,0,0,0,0,0,0,0,0,0,0
35682,5841,0,833,17,0,0,0,0,0,0,0,0,0,0
35683,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35684,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35685,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35686,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35687,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35688,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35689,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35690,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35691,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35692,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35693,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35694,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35695,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35696,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35697,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35698,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35699,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35700,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35701,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35702,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35703,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35704,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35705,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35706,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35707,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35708,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35709,5841,1,833,17,0,0,0,0,0,0,0,0,0,0
35710,5841,0,833,17,0,0,0,0,0,0,0,0,0,0
35711,5841,0,833,17,0,0,0,0,0,0,0,0,0,0
35712,5841,0,833,17,0,0,0,0,0,0,0,0,0,0
35713,5841,0,833,17,0,0,0,0,0,0,0,0,0,0
35714,5841,0,833,17,0,0,0,0,0,0,0,0,0,0
35715,5841,0,833,17,0,0,0,0,0,0,0,0,0,0
35716,5840,0,833,17,0,0,0,0,0,0,0,0,0,0
35717,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35718,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35719,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35720,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35721,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35722,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35723,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35724,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35725,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35726,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35727,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35728,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35729,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35730,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35731,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35732,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35733,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35734,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35735,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35736,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35737,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35738,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35739,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35740,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35741,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35742,5840,1,833,17,0,0,0,0,0,0,0,0,0,0
35743,5840,0,833,17,0,0,0,0,0,0,0,0,0,0
35744,5839,0,833,17,0,0,0,0,0,0,0,0,0,0
35745,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35746,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35747,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35748,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35749,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35750,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35751,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35752,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35753,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35754,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35755,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35756,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35757,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35758,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35759,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35760,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35761,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35762,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35763,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35764,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35765,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
35766,5839,1,833,17,0,0,0,0,0,0,0,0,0,0
