observation_type,id,num_observed,survey_area,point_x,point_y,kafue_national_park_centroid,kidepo_valley_national_park_centroid,south_luangwa_national_park_centroid,north_luangwa_national_park_centroid,lukusuzi_national_park_centroid,survey_id
Human Presence,933,1,Luangwa,14.541635,9.576698,,,,,,14
Human Presence,934,1,Luangwa,14.56944,9.576604,,,,,,14
Human Presence,935,1,Luangwa,14.570291,9.576594,,,,,,14
Human Presence,936,1,Luangwa,14.576726,9.576609,,,,,,14
Human Presence,937,1,Luangwa,14.57961,9.576646,,,,,,14
Human Presence,938,1,Luangwa,14.580486,9.576624,,,,,,14
Human Presence,939,1,Luangwa,14.583295,9.576595,,,,,,14
Human Presence,940,1,Luangwa,14.584181,9.576593,,,,,,14
Human Presence,941,1,Luangwa,14.592167,9.576627,,,,,,14
Human Presence,942,1,Luangwa,14.601015,9.576575,,,,,,14
Human Presence,943,1,Luangwa,14.60134,9.576577,,,,,,14
Human Presence,944,1,Luangwa,14.603297,9.576626,,,,,,14
Human Presence,945,1,Luangwa,14.608718,9.576532,,,,,,14
Human Presence,946,1,Luangwa,14.609471,9.576539,,,,,,14
Human Presence,947,1,Luangwa,14.611867,9.576578,,,,,,14
Human Presence,948,1,Luangwa,14.612817,9.576591,,,,,,14
Human Presence,949,1,Luangwa,14.616329,9.576589,,,,,,14
Human Presence,950,1,Luangwa,14.621164,9.576563,,,,,,14
Human Presence,951,1,Luangwa,14.625479,9.57491,,,,,,14
Human Presence,952,1,Luangwa,14.632649,9.577122,,,,,,14
Human Presence,953,1,Luangwa,14.65883,9.576604,,,,,,14
Human Presence,954,1,Luangwa,14.662354,9.576642,,,,,,14
Human Presence,955,1,Luangwa,14.625686,9.582703,,,,,,14
Human Presence,956,1,Luangwa,14.624531,9.582709,,,,,,14
Human Presence,957,1,Luangwa,14.618865,9.582671,,,,,,14
Human Presence,958,1,Luangwa,14.617529,9.582668,,,,,,14
Human Presence,959,1,Luangwa,14.612698,9.582677,,,,,,14
Human Presence,960,1,Luangwa,14.605932,9.582622,,,,,,14
Human Presence,961,1,Luangwa,14.604113,9.582609,,,,,,14
Human Presence,962,1,Luangwa,14.592591,9.582541,,,,,,14
Human Presence,963,1,Luangwa,14.583712,9.582573,,,,,,14
Human Presence,964,1,Luangwa,14.579704,9.582693,,,,,,14
Human Presence,965,1,Luangwa,14.573761,9.582703,,,,,,14
Human Presence,966,1,Luangwa,14.49796,9.582691,,,,,,14
Human Presence,967,1,Luangwa,14.494515,9.582626,,,,,,14
Human Presence,968,1,Luangwa,14.491291,9.582528,,,,,,14
Human Presence,969,1,Luangwa,14.488683,9.58263,,,,,,14
Human Presence,970,1,Luangwa,14.48674,9.582639,,,,,,14
Human Presence,971,1,Luangwa,14.484945,9.58268,,,,,,14
Human Presence,972,1,Luangwa,14.483072,9.58267,,,,,,14
Human Presence,973,1,Luangwa,14.478096,9.5826,,,,,,14
Human Presence,974,1,Luangwa,14.475675,9.582598,,,,,,14
Human Presence,975,1,Luangwa,14.470515,9.582693,,,,,,14
Human Presence,976,1,Luangwa,14.466104,9.582733,,,,,,14
Human Presence,977,1,Luangwa,14.465007,9.582699,,,,,,14
Human Presence,978,1,Luangwa,14.468246,9.588543,,,,,,14
Human Presence,979,1,Luangwa,14.469066,9.588603,,,,,,14
Human Presence,980,1,Luangwa,14.47238,9.588525,,,,,,14
Human Presence,981,1,Luangwa,14.473889,9.588491,,,,,,14
Human Presence,982,1,Luangwa,14.476223,9.588555,,,,,,14
Human Presence,983,1,Luangwa,14.479123,9.58867,,,,,,14
Human Presence,984,1,Luangwa,14.48238,9.588633,,,,,,14
Human Presence,985,1,Luangwa,14.484347,9.58855,,,,,,14
Human Presence,986,1,Luangwa,14.488333,9.588522,,,,,,14
Human Presence,987,1,Luangwa,14.491433,9.588527,,,,,,14
Human Presence,988,1,Luangwa,14.499572,9.588646,,,,,,14
Human Presence,989,1,Luangwa,14.60136,9.588611,,,,,,14
Human Presence,990,1,Luangwa,14.610929,9.588534,,,,,,14
Human Presence,991,1,Luangwa,14.62066,9.588568,,,,,,14
Human Presence,992,1,Luangwa,14.622907,9.588525,,,,,,14
Human Presence,993,1,Luangwa,14.624467,9.588358,,,,,,14
Human Presence,994,1,Luangwa,14.627568,9.586748,,,,,,14
Human Presence,995,1,Luangwa,14.626097,9.594536,,,,,,14
Human Presence,996,1,Luangwa,14.624176,9.59455,,,,,,14
Human Presence,997,1,Luangwa,14.617512,9.594734,,,,,,14
Human Presence,998,1,Luangwa,14.612053,9.59475,,,,,,14
Human Presence,999,1,Luangwa,14.519133,9.594681,,,,,,14
Human Presence,1000,1,Luangwa,14.513781,9.594739,,,,,,14
Human Presence,1001,1,Luangwa,14.508754,9.594632,,,,,,14
Human Presence,1002,1,Luangwa,14.495644,9.594699,,,,,,14
Human Presence,1003,1,Luangwa,14.492861,9.594685,,,,,,14
Human Presence,1004,1,Luangwa,14.491477,9.594648,,,,,,14
Human Presence,1005,1,Luangwa,14.490296,9.594627,,,,,,14
Human Presence,1006,1,Luangwa,14.485704,9.594538,,,,,,14
Human Presence,1007,1,Luangwa,14.484639,9.594538,,,,,,14
Human Presence,1008,1,Luangwa,14.483442,9.594556,,,,,,14
Human Presence,1009,1,Luangwa,14.480055,9.594553,,,,,,14
Human Presence,1010,1,Luangwa,14.478802,9.594582,,,,,,14
Human Presence,1011,1,Luangwa,14.476123,9.594552,,,,,,14
Human Presence,1012,1,Luangwa,14.471894,9.594632,,,,,,14
Human Presence,1013,1,Luangwa,14.470726,9.594648,,,,,,14
Human Presence,1014,1,Luangwa,14.467221,9.594608,,,,,,14
Human Presence,1015,1,Luangwa,14.454931,9.594545,,,,,,14
Human Presence,1016,1,Luangwa,14.447621,9.594644,,,,,,14
Human Presence,1017,1,Luangwa,14.446445,9.594662,,,,,,14
Human Presence,1018,1,Luangwa,14.425657,9.600264,,,,,,14
Human Presence,1019,1,Luangwa,14.427113,9.600168,,,,,,14
Human Presence,1020,1,Luangwa,14.43209,9.600494,,,,,,14
Human Presence,1021,1,Luangwa,14.433914,9.600604,,,,,,14
Human Presence,1022,1,Luangwa,14.439355,9.60064,,,,,,14
Human Presence,1023,1,Luangwa,14.440704,9.600592,,,,,,14
Human Presence,1024,1,Luangwa,14.442869,9.600547,,,,,,14
Human Presence,1025,1,Luangwa,14.445845,9.600598,,,,,,14
Human Presence,1026,1,Luangwa,14.447056,9.600655,,,,,,14
Human Presence,1027,1,Luangwa,14.450041,9.600715,,,,,,14
Human Presence,1028,1,Luangwa,14.452632,9.600608,,,,,,14
Human Presence,1029,1,Luangwa,14.454929,9.60057,,,,,,14
Human Presence,1030,1,Luangwa,14.459489,9.600727,,,,,,14
Human Presence,1031,1,Luangwa,14.460999,9.600705,,,,,,14
Human Presence,1032,1,Luangwa,14.462258,9.600683,,,,,,14
Human Presence,1033,1,Luangwa,14.464412,9.600688,,,,,,14
Human Presence,1034,1,Luangwa,14.46697,9.60076,,,,,,14
Human Presence,1035,1,Luangwa,14.468325,9.60077,,,,,,14
Human Presence,1036,1,Luangwa,14.469988,9.600695,,,,,,14
Human Presence,1037,1,Luangwa,14.471224,9.60063,,,,,,14
Human Presence,1038,1,Luangwa,14.474819,9.600658,,,,,,14
Human Presence,1039,1,Luangwa,14.476115,9.600718,,,,,,14
Human Presence,1040,1,Luangwa,14.479679,9.600714,,,,,,14
Human Presence,1041,1,Luangwa,14.481913,9.600697,,,,,,14
Human Presence,1042,1,Luangwa,14.485346,9.600644,,,,,,14
Human Presence,1043,1,Luangwa,14.490809,9.600646,,,,,,14
Human Presence,1044,1,Luangwa,14.493444,9.600611,,,,,,14
Human Presence,1045,1,Luangwa,14.497277,9.600648,,,,,,14
Human Presence,1046,1,Luangwa,14.498788,9.600651,,,,,,14
Human Presence,1047,1,Luangwa,14.508296,9.600609,,,,,,14
Human Presence,1048,1,Luangwa,14.51055,9.600675,,,,,,14
Human Presence,1049,1,Luangwa,14.616953,9.600392,,,,,,14
Human Presence,1050,1,Luangwa,14.544875,9.60672,,,,,,14
Human Presence,1051,1,Luangwa,14.518324,9.606576,,,,,,14
Human Presence,1052,1,Luangwa,14.511945,9.606651,,,,,,14
Human Presence,1053,1,Luangwa,14.492048,9.606648,,,,,,14
Human Presence,1054,1,Luangwa,14.491193,9.606643,,,,,,14
Human Presence,1055,1,Luangwa,14.489306,9.606614,,,,,,14
Human Presence,1056,1,Luangwa,14.487692,9.606663,,,,,,14
Human Presence,1057,1,Luangwa,14.484489,9.60676,,,,,,14
Human Presence,1058,1,Luangwa,14.483583,9.606721,,,,,,14
Human Presence,1059,1,Luangwa,14.480569,9.606673,,,,,,14
Human Presence,1060,1,Luangwa,14.479602,9.606684,,,,,,14
Human Presence,1061,1,Luangwa,14.478058,9.606653,,,,,,14
Human Presence,1062,1,Luangwa,14.47381,9.606513,,,,,,14
Human Presence,1063,1,Luangwa,14.472795,9.606539,,,,,,14
Human Presence,1064,1,Luangwa,14.470272,9.606441,,,,,,14
Human Presence,1065,1,Luangwa,14.468794,9.60636,,,,,,14
Human Presence,1066,1,Luangwa,14.462295,9.606521,,,,,,14
Human Presence,1067,1,Luangwa,14.460747,9.606501,,,,,,14
Human Presence,1068,1,Luangwa,14.45936,9.606513,,,,,,14
Human Presence,1069,1,Luangwa,14.456078,9.60657,,,,,,14
Human Presence,1070,1,Luangwa,14.454463,9.60658,,,,,,14
Human Presence,1071,1,Luangwa,14.451143,9.606663,,,,,,14
Human Presence,1072,1,Luangwa,14.448807,9.606664,,,,,,14
Human Presence,1073,1,Luangwa,14.447251,9.606607,,,,,,14
Human Presence,1074,1,Luangwa,14.445362,9.606521,,,,,,14
Human Presence,1075,1,Luangwa,14.442698,9.606518,,,,,,14
Human Presence,1076,1,Luangwa,14.439717,9.606537,,,,,,14
Human Presence,1077,1,Luangwa,14.438058,9.606677,,,,,,14
Human Presence,1078,1,Luangwa,14.436679,9.606742,,,,,,14
Human Presence,1079,1,Luangwa,14.431915,9.606599,,,,,,14
Human Presence,1080,1,Luangwa,14.426106,9.606731,,,,,,14
Human Presence,1081,1,Luangwa,14.423658,9.606605,,,,,,14
Human Presence,1082,1,Luangwa,14.421162,9.606438,,,,,,14
Human Presence,1083,1,Luangwa,14.426137,9.612917,,,,,,14
Human Presence,1084,1,Luangwa,14.432042,9.612256,,,,,,14
Human Presence,1085,1,Luangwa,14.435936,9.612574,,,,,,14
Human Presence,1086,1,Luangwa,14.43831,9.612777,,,,,,14
Human Presence,1087,1,Luangwa,14.443479,9.612602,,,,,,14
Human Presence,1088,1,Luangwa,14.445371,9.61252,,,,,,14
Human Presence,1089,1,Luangwa,14.447346,9.61248,,,,,,14
Human Presence,1090,1,Luangwa,14.448723,9.612533,,,,,,14
Human Presence,1091,1,Luangwa,14.452249,9.612657,,,,,,14
Human Presence,1092,1,Luangwa,14.456139,9.612685,,,,,,14
Human Presence,1093,1,Luangwa,14.464981,9.61268,,,,,,14
Human Presence,1094,1,Luangwa,14.466121,9.612569,,,,,,14
Human Presence,1095,1,Luangwa,14.470377,9.612726,,,,,,14
Human Presence,1096,1,Luangwa,14.472539,9.612781,,,,,,14
Human Presence,1097,1,Luangwa,14.478866,9.612682,,,,,,14
Human Presence,1098,1,Luangwa,14.485587,9.612754,,,,,,14
Human Presence,1099,1,Luangwa,14.493839,9.612628,,,,,,14
Human Presence,1100,1,Luangwa,14.496633,9.612631,,,,,,14
Human Presence,1101,1,Luangwa,14.512234,9.618645,,,,,,14
Human Presence,1102,1,Luangwa,14.493051,9.618665,,,,,,14
Human Presence,1103,1,Luangwa,14.491984,9.618613,,,,,,14
Human Presence,1104,1,Luangwa,14.489268,9.618611,,,,,,14
Human Presence,1105,1,Luangwa,14.488291,9.618596,,,,,,14
Human Presence,1106,1,Luangwa,14.485383,9.618486,,,,,,14
Human Presence,1107,1,Luangwa,14.482802,9.618524,,,,,,14
Human Presence,1108,1,Luangwa,14.479666,9.618869,,,,,,14
Human Presence,1109,1,Luangwa,14.477147,9.618928,,,,,,14
Human Presence,1110,1,Luangwa,14.472819,9.618596,,,,,,14
Human Presence,1111,1,Luangwa,14.47191,9.618579,,,,,,14
Human Presence,1112,1,Luangwa,14.466893,9.618746,,,,,,14
Human Presence,1113,1,Luangwa,14.461879,9.618685,,,,,,14
Human Presence,1114,1,Luangwa,14.457278,9.6187,,,,,,14
Human Presence,1115,1,Luangwa,14.447157,9.618537,,,,,,14
Human Presence,1116,1,Luangwa,14.44472,9.618397,,,,,,14
Human Presence,1117,1,Luangwa,14.443775,9.618373,,,,,,14
Human Presence,1118,1,Luangwa,14.438752,9.618719,,,,,,14
Human Presence,1119,1,Luangwa,14.438373,9.618737,,,,,,14
Human Presence,1120,1,Luangwa,14.433632,9.618742,,,,,,14
Human Presence,1121,1,Luangwa,14.429551,9.618663,,,,,,14
Human Presence,1122,1,Luangwa,14.427127,9.618677,,,,,,14
Human Presence,1123,1,Luangwa,14.424536,9.61865,,,,,,14
Human Presence,1124,1,Luangwa,14.422755,9.618622,,,,,,14
Human Presence,1125,1,Luangwa,14.424294,9.624668,,,,,,14
Human Presence,1126,1,Luangwa,14.425754,9.624486,,,,,,14
Human Presence,1127,1,Luangwa,14.435118,9.624741,,,,,,14
Human Presence,1128,1,Luangwa,14.43677,9.624679,,,,,,14
Human Presence,1129,1,Luangwa,14.440194,9.624439,,,,,,14
Human Presence,1130,1,Luangwa,14.443052,9.624331,,,,,,14
Human Presence,1131,1,Luangwa,14.449093,9.62457,,,,,,14
Human Presence,1132,1,Luangwa,14.452107,9.624663,,,,,,14
Human Presence,1133,1,Luangwa,14.453272,9.624679,,,,,,14
Human Presence,1134,1,Luangwa,14.4566,9.624597,,,,,,14
Human Presence,1135,1,Luangwa,14.459301,9.624445,,,,,,14
Human Presence,1136,1,Luangwa,14.462661,9.624512,,,,,,14
Human Presence,1137,1,Luangwa,14.464423,9.624574,,,,,,14
Human Presence,1138,1,Luangwa,14.466495,9.624589,,,,,,14
Human Presence,1139,1,Luangwa,14.470843,9.624635,,,,,,14
Human Presence,1140,1,Luangwa,14.472015,9.62467,,,,,,14
Human Presence,1141,1,Luangwa,14.475721,9.624787,,,,,,14
Human Presence,1142,1,Luangwa,14.481782,9.624684,,,,,,14
Human Presence,1143,1,Luangwa,14.483061,9.624701,,,,,,14
Human Presence,1144,1,Luangwa,14.486388,9.624685,,,,,,14
Human Presence,1145,1,Luangwa,14.490904,9.624606,,,,,,14
Human Presence,1146,1,Luangwa,14.492986,9.624611,,,,,,14
Human Presence,1147,1,Luangwa,14.494963,9.624628,,,,,,14
Human Presence,1148,1,Luangwa,14.509347,9.624637,,,,,,14
Human Presence,1149,1,Luangwa,14.498238,9.630803,,,,,,14
Human Presence,1150,1,Luangwa,14.497613,9.630786,,,,,,14
Human Presence,1151,1,Luangwa,14.494902,9.630711,,,,,,14
Human Presence,1152,1,Luangwa,14.493985,9.630727,,,,,,14
Human Presence,1153,1,Luangwa,14.491369,9.630709,,,,,,14
Human Presence,1154,1,Luangwa,14.48917,9.630682,,,,,,14
Human Presence,1155,1,Luangwa,14.487606,9.630669,,,,,,14
Human Presence,1156,1,Luangwa,14.486266,9.630683,,,,,,14
Human Presence,1157,1,Luangwa,14.483289,9.630826,,,,,,14
Human Presence,1158,1,Luangwa,14.481962,9.630888,,,,,,14
Human Presence,1159,1,Luangwa,14.480521,9.630834,,,,,,14
Human Presence,1160,1,Luangwa,14.478044,9.630649,,,,,,14
Human Presence,1161,1,Luangwa,14.476841,9.630629,,,,,,14
Human Presence,1162,1,Luangwa,14.474147,9.630675,,,,,,14
Human Presence,1163,1,Luangwa,14.473113,9.630653,,,,,,14
Human Presence,1164,1,Luangwa,14.470976,9.630542,,,,,,14
Human Presence,1165,1,Luangwa,14.466085,9.630758,,,,,,14
Human Presence,1166,1,Luangwa,14.45166,9.630857,,,,,,14
Human Presence,1167,1,Luangwa,14.447879,9.631,,,,,,14
Human Presence,1168,1,Luangwa,14.441163,9.630774,,,,,,14
Human Presence,1169,1,Luangwa,14.434043,9.630587,,,,,,14
Human Presence,1170,1,Luangwa,14.431901,9.630805,,,,,,14
Human Presence,1171,1,Luangwa,14.425793,9.630623,,,,,,14
Human Presence,1172,1,Luangwa,14.423976,9.630532,,,,,,14
Human Presence,1173,1,Luangwa,14.42719,9.636411,,,,,,14
Human Presence,1174,1,Luangwa,14.43144,9.636353,,,,,,14
Human Presence,1175,1,Luangwa,14.437983,9.63658,,,,,,14
Human Presence,1176,1,Luangwa,14.441906,9.636457,,,,,,14
Human Presence,1177,1,Luangwa,14.443507,9.636435,,,,,,14
Human Presence,1178,1,Luangwa,14.449186,9.636455,,,,,,14
Human Presence,1179,1,Luangwa,14.455089,9.636462,,,,,,14
Human Presence,1180,1,Luangwa,14.457045,9.636475,,,,,,14
Human Presence,1181,1,Luangwa,14.46186,9.636756,,,,,,14
Human Presence,1182,1,Luangwa,14.463864,9.636672,,,,,,14
Human Presence,1183,1,Luangwa,14.468028,9.636631,,,,,,14
Human Presence,1184,1,Luangwa,14.470504,9.63679,,,,,,14
Human Presence,1185,1,Luangwa,14.471596,9.636889,,,,,,14
Human Presence,1186,1,Luangwa,14.477155,9.636472,,,,,,14
Human Presence,1187,1,Luangwa,14.486128,9.636636,,,,,,14
Human Presence,1188,1,Luangwa,14.487506,9.636562,,,,,,14
Human Presence,1189,1,Luangwa,14.490561,9.636514,,,,,,14
Human Presence,1190,1,Luangwa,14.493724,9.642707,,,,,,14
Human Presence,1191,1,Luangwa,14.492766,9.642683,,,,,,14
Human Presence,1192,1,Luangwa,14.489288,9.64265,,,,,,14
Human Presence,1193,1,Luangwa,14.487103,9.642539,,,,,,14
Human Presence,1194,1,Luangwa,14.483692,9.642687,,,,,,14
Human Presence,1195,1,Luangwa,14.481625,9.6429,,,,,,14
Human Presence,1196,1,Luangwa,14.480377,9.642845,,,,,,14
Human Presence,1197,1,Luangwa,14.478058,9.642754,,,,,,14
Human Presence,1198,1,Luangwa,14.47389,9.642685,,,,,,14
Human Presence,1199,1,Luangwa,14.47119,9.642365,,,,,,14
Human Presence,1200,1,Luangwa,14.464662,9.642811,,,,,,14
Human Presence,1201,1,Luangwa,14.462524,9.642762,,,,,,14
Human Presence,1202,1,Luangwa,14.462524,9.642762,,,,,,14
Human Presence,1203,1,Luangwa,14.460229,9.642494,,,,,,14
Human Presence,1204,1,Luangwa,14.458044,9.642251,,,,,,14
Human Presence,1205,1,Luangwa,14.454414,9.64319,,,,,,14
Human Presence,1206,1,Luangwa,14.452713,9.643666,,,,,,14
Human Presence,1207,1,Luangwa,14.450133,9.643734,,,,,,14
Human Presence,1208,1,Luangwa,14.439204,9.642575,,,,,,14
Human Presence,1209,1,Luangwa,14.435771,9.642633,,,,,,14
Human Presence,1210,1,Luangwa,14.434209,9.642641,,,,,,14
Human Presence,1211,1,Luangwa,14.433502,9.642627,,,,,,14
Human Presence,1212,1,Luangwa,14.42746,9.642683,,,,,,14
Human Presence,1213,1,Luangwa,14.426055,9.642768,,,,,,14
Human Presence,1214,1,Luangwa,14.42898,9.648721,,,,,,14
Human Presence,1215,1,Luangwa,14.433142,9.648631,,,,,,14
Human Presence,1216,1,Luangwa,14.43651,9.648905,,,,,,14
Human Presence,1217,1,Luangwa,14.438496,9.648817,,,,,,14
Human Presence,1218,1,Luangwa,14.44168,9.648321,,,,,,14
Human Presence,1219,1,Luangwa,14.442855,9.648197,,,,,,14
Human Presence,1220,1,Luangwa,14.446055,9.64835,,,,,,14
Human Presence,1221,1,Luangwa,14.453969,9.64833,,,,,,14
Human Presence,1222,1,Luangwa,14.457158,9.648506,,,,,,14
Human Presence,1223,1,Luangwa,14.459442,9.648784,,,,,,14
Human Presence,1224,1,Luangwa,14.460981,9.648849,,,,,,14
Human Presence,1225,1,Luangwa,14.466298,9.648524,,,,,,14
Human Presence,1226,1,Luangwa,14.467529,9.648532,,,,,,14
Human Presence,1227,1,Luangwa,14.47087,9.648582,,,,,,14
Human Presence,1228,1,Luangwa,14.473987,9.648638,,,,,,14
Human Presence,1229,1,Luangwa,14.479823,9.648581,,,,,,14
Human Presence,1230,1,Luangwa,14.48273,9.648651,,,,,,14
Human Presence,1231,1,Luangwa,14.464223,9.654743,,,,,,14
Human Presence,1232,1,Luangwa,14.455866,9.654659,,,,,,14
Human Presence,1233,1,Luangwa,14.431934,9.654578,,,,,,14
Human Presence,1234,1,Luangwa,14.423654,9.65498,,,,,,14
Human Presence,1235,1,Luangwa,14.435364,9.66666,,,,,,14
Human Presence,1236,1,Luangwa,14.425859,9.672089,,,,,,14
Human Presence,1237,1,Luangwa,14.44295,9.678776,,,,,,14
Human Presence,1238,1,Luangwa,14.42061,9.690607,,,,,,14
Human Presence,1239,1,Luangwa,14.41928,9.69056,,,,,,14
Human Presence,1240,1,Luangwa,14.418018,9.690456,,,,,,14
Human Presence,1241,1,Luangwa,14.423838,9.696884,,,,,,14
Human Presence,1242,1,Luangwa,14.450589,9.696719,,,,,,14
Human Presence,1243,1,Luangwa,14.463242,9.70292,,,,,,14
Human Presence,1244,1,Luangwa,14.462707,9.702972,,,,,,14
Human Presence,1245,1,Luangwa,14.459726,9.702879,,,,,,14
Human Presence,1246,1,Luangwa,14.450233,9.702634,,,,,,14
Human Presence,1247,1,Luangwa,14.445885,9.702326,,,,,,14
Human Presence,1248,1,Luangwa,14.444937,9.70241,,,,,,14
Human Presence,1249,1,Luangwa,14.441631,9.702689,,,,,,14
Human Presence,1250,1,Luangwa,14.440541,9.702713,,,,,,14
Human Presence,1251,1,Luangwa,14.438173,9.702676,,,,,,14
Human Presence,1252,1,Luangwa,14.432696,9.702819,,,,,,14
Human Presence,1253,1,Luangwa,14.427839,9.702544,,,,,,14
Human Presence,1254,1,Luangwa,14.425726,9.702546,,,,,,14
Human Presence,1255,1,Luangwa,14.424043,9.702613,,,,,,14
Human Presence,1256,1,Luangwa,14.422117,9.702717,,,,,,14
Human Presence,1257,1,Luangwa,14.420742,9.702749,,,,,,14
Human Presence,1258,1,Luangwa,14.424351,9.708699,,,,,,14
Human Presence,1259,1,Luangwa,14.425928,9.708672,,,,,,14
Human Presence,1260,1,Luangwa,14.430725,9.708812,,,,,,14
Human Presence,1261,1,Luangwa,14.43274,9.708719,,,,,,14
Human Presence,1262,1,Luangwa,14.433739,9.708706,,,,,,14
Human Presence,1263,1,Luangwa,14.437013,9.708795,,,,,,14
Human Presence,1264,1,Luangwa,14.444206,9.708694,,,,,,14
Human Presence,1265,1,Luangwa,14.445519,9.708709,,,,,,14
Human Presence,1266,1,Luangwa,14.448507,9.708703,,,,,,14
Human Presence,1267,1,Luangwa,14.454625,9.708673,,,,,,14
Human Presence,1268,1,Luangwa,14.4557,9.714631,,,,,,14
Human Presence,1269,1,Luangwa,14.453032,9.714662,,,,,,14
Human Presence,1270,1,Luangwa,14.450274,9.714755,,,,,,14
Human Presence,1271,1,Luangwa,14.449125,9.714751,,,,,,14
Human Presence,1272,1,Luangwa,14.443344,9.714863,,,,,,14
Human Presence,1273,1,Luangwa,14.441794,9.714802,,,,,,14
Human Presence,1274,1,Luangwa,14.438745,9.71472,,,,,,14
Human Presence,1275,1,Luangwa,14.436249,9.714685,,,,,,14
Human Presence,1276,1,Luangwa,14.430455,9.714759,,,,,,14
Human Presence,1277,1,Luangwa,14.425495,9.714792,,,,,,14
Human Presence,1278,1,Luangwa,14.423837,9.714647,,,,,,14
Human Presence,1279,1,Luangwa,14.421642,9.714597,,,,,,14
Human Presence,1280,1,Luangwa,14.439726,9.72071,,,,,,14
Human Presence,1281,1,Luangwa,14.443864,9.720626,,,,,,14
Human Presence,1282,1,Luangwa,14.448163,9.720618,,,,,,14
Human Presence,1283,1,Luangwa,14.449296,9.720663,,,,,,14
Human Presence,1284,1,Luangwa,14.451478,9.720662,,,,,,14
Human Presence,1285,1,Luangwa,14.444082,9.726729,,,,,,14
Human Presence,1286,1,Luangwa,14.431037,9.726614,,,,,,14
Human Presence,1287,1,Luangwa,14.42963,9.726627,,,,,,14
Human Presence,1288,1,Luangwa,14.424312,9.726627,,,,,,14
Human Presence,1289,1,Luangwa,14.42099,9.726613,,,,,,14
Human Presence,1290,1,Luangwa,14.420702,9.73238,,,,,,14
Human Presence,1291,1,Luangwa,14.429458,9.732604,,,,,,14
Human Presence,1292,1,Luangwa,14.433194,9.732621,,,,,,14
Human Presence,1293,1,Luangwa,14.440875,9.732655,,,,,,14
Human Presence,1294,1,Luangwa,14.44455,9.732667,,,,,,14
Human Presence,1295,1,Luangwa,14.446317,9.732574,,,,,,14
Human Presence,1296,1,Luangwa,14.45016,9.732702,,,,,,14
Human Presence,1297,1,Luangwa,14.455006,9.738681,,,,,,14
Human Presence,1298,1,Luangwa,14.453609,9.738655,,,,,,14
Human Presence,1299,1,Luangwa,14.447952,9.73864,,,,,,14
Human Presence,1300,1,Luangwa,14.44696,9.738604,,,,,,14
Human Presence,1301,1,Luangwa,14.444089,9.738602,,,,,,14
Human Presence,1302,1,Luangwa,14.440619,9.738643,,,,,,14
Human Presence,1303,1,Luangwa,14.43874,9.738626,,,,,,14
Human Presence,1304,1,Luangwa,14.434298,9.738591,,,,,,14
Human Presence,1305,1,Luangwa,14.429197,9.738682,,,,,,14
Human Presence,1306,1,Luangwa,14.423482,9.738711,,,,,,14
Human Presence,1307,1,Luangwa,14.42819,9.744547,,,,,,14
Human Presence,1308,1,Luangwa,14.431042,9.744645,,,,,,14
Human Presence,1309,1,Luangwa,14.434897,9.744601,,,,,,14
Human Presence,1310,1,Luangwa,14.437522,9.744693,,,,,,14
Human Presence,1311,1,Luangwa,14.438748,9.744711,,,,,,14
Human Presence,1312,1,Luangwa,14.439945,9.74469,,,,,,14
Human Presence,1313,1,Luangwa,14.44372,9.744628,,,,,,14
Human Presence,1314,1,Luangwa,14.444932,9.744637,,,,,,14
Human Presence,1315,1,Luangwa,14.44816,9.744661,,,,,,14
Human Presence,1316,1,Luangwa,14.451294,9.744672,,,,,,14
Human Presence,1317,1,Luangwa,14.447394,9.750647,,,,,,14
Human Presence,1318,1,Luangwa,14.43621,9.750571,,,,,,14
Human Presence,1319,1,Luangwa,14.435146,9.750586,,,,,,14
Human Presence,1320,1,Luangwa,14.432365,9.750552,,,,,,14
Human Presence,1321,1,Luangwa,14.431312,9.750553,,,,,,14
Human Presence,1322,1,Luangwa,14.427698,9.750599,,,,,,14
Human Presence,1323,1,Luangwa,14.425947,9.750616,,,,,,14
Human Presence,1324,1,Luangwa,14.423917,9.75064,,,,,,14
Human Presence,1325,1,Luangwa,14.424278,9.756731,,,,,,14
Human Presence,1326,1,Luangwa,14.426045,9.756593,,,,,,14
Human Presence,1327,1,Luangwa,14.428186,9.75662,,,,,,14
Human Presence,1328,1,Luangwa,14.429599,9.756626,,,,,,14
Human Presence,1329,1,Luangwa,14.667482,9.762727,,,,,,14
Human Presence,1330,1,Luangwa,14.666365,9.762816,,,,,,14
Human Presence,1331,1,Luangwa,14.658612,9.762551,,,,,,14
Human Presence,1332,1,Luangwa,14.653742,9.762595,,,,,,14
Human Presence,1333,1,Luangwa,14.428636,9.76264,,,,,,14
Human Presence,1334,1,Luangwa,14.427085,9.762685,,,,,,14
Human Presence,1335,1,Luangwa,14.424355,9.762755,,,,,,14
Human Presence,1336,1,Luangwa,14.42295,9.762744,,,,,,14
Human Presence,1337,1,Luangwa,14.42131,9.762675,,,,,,14
Human Presence,1338,1,Luangwa,14.42344,9.768106,,,,,,14
Human Presence,1339,1,Luangwa,14.429288,9.768389,,,,,,14
Human Presence,1340,1,Luangwa,14.6585,9.768575,,,,,,14
Human Presence,1341,1,Luangwa,14.664643,9.768647,,,,,,14
Human Presence,1342,1,Luangwa,14.66939,9.768591,,,,,,14
