observation_type,id,num_observed,survey_area,point_x,point_y,kafue_national_park_centroid,kidepo_valley_national_park_centroid,south_luangwa_national_park_centroid,north_luangwa_national_park_centroid,lukusuzi_national_park_centroid,survey_id
Human Presence,8109,1,Luangwa,15.941965,10.759711,,,,,,12
Human Presence,8110,1,Luangwa,15.94181,10.751278,,,,,,12
Human Presence,8111,1,Luangwa,15.941871,10.739425,,,,,,12
Human Presence,8112,1,Luangwa,15.941907,10.733314,,,,,,12
Human Presence,8113,1,Luangwa,15.941913,10.732628,,,,,,12
Human Presence,8114,1,Luangwa,15.941902,10.731758,,,,,,12
Human Presence,8115,1,Luangwa,15.941876,10.728027,,,,,,12
Human Presence,8116,1,Luangwa,15.941899,10.726743,,,,,,12
Human Presence,8117,1,Luangwa,15.941858,10.709426,,,,,,12
Human Presence,8118,1,Luangwa,15.941914,10.707023,,,,,,12
Human Presence,8119,1,Luangwa,15.941933,10.70566,,,,,,12
Human Presence,8120,1,Luangwa,15.94193,10.705144,,,,,,12
Human Presence,8121,1,Luangwa,15.94193,10.703584,,,,,,12
Human Presence,8122,1,Luangwa,15.941931,10.703104,,,,,,12
Human Presence,8123,1,Luangwa,15.941933,10.7018,,,,,,12
Human Presence,8124,1,Luangwa,15.941926,10.700469,,,,,,12
Human Presence,8125,1,Luangwa,15.941921,10.699752,,,,,,12
Human Presence,8126,1,Luangwa,15.94192,10.698719,,,,,,12
Human Presence,8127,1,Luangwa,15.941891,10.697582,,,,,,12
Human Presence,8128,1,Luangwa,15.941906,10.681028,,,,,,12
Human Presence,8129,1,Luangwa,15.941885,10.678166,,,,,,12
Human Presence,8130,1,Luangwa,15.941865,10.677638,,,,,,12
Human Presence,8131,1,Luangwa,15.941815,10.675783,,,,,,12
Human Presence,8132,1,Luangwa,15.941865,10.673307,,,,,,12
Human Presence,8133,1,Luangwa,15.935888,10.699637,,,,,,12
Human Presence,8134,1,Luangwa,15.935899,10.703352,,,,,,12
Human Presence,8135,1,Luangwa,15.935907,10.704242,,,,,,12
Human Presence,8136,1,Luangwa,15.935848,10.706194,,,,,,12
Human Presence,8137,1,Luangwa,15.935821,10.707021,,,,,,12
Human Presence,8138,1,Luangwa,15.93578,10.70796,,,,,,12
Human Presence,8139,1,Luangwa,15.935686,10.711841,,,,,,12
Human Presence,8140,1,Luangwa,15.935747,10.714576,,,,,,12
Human Presence,8141,1,Luangwa,15.935749,10.717545,,,,,,12
Human Presence,8142,1,Luangwa,15.935888,10.725023,,,,,,12
Human Presence,8143,1,Luangwa,15.935876,10.726352,,,,,,12
Human Presence,8144,1,Luangwa,15.93585,10.730016,,,,,,12
Human Presence,8145,1,Luangwa,15.935903,10.734,,,,,,12
Human Presence,8146,1,Luangwa,15.935901,10.752473,,,,,,12
Human Presence,8147,1,Luangwa,15.93592,10.753673,,,,,,12
Human Presence,8148,1,Luangwa,15.935886,10.755161,,,,,,12
Human Presence,8149,1,Luangwa,15.935853,10.75637,,,,,,12
Human Presence,8150,1,Luangwa,15.935834,10.75723,,,,,,12
Human Presence,8151,1,Luangwa,15.935803,10.758461,,,,,,12
Human Presence,8152,1,Luangwa,15.935791,10.759142,,,,,,12
Human Presence,8153,1,Luangwa,15.935802,10.761045,,,,,,12
Human Presence,8154,1,Luangwa,15.935814,10.763709,,,,,,12
Human Presence,8155,1,Luangwa,15.935816,10.764621,,,,,,12
Human Presence,8156,1,Luangwa,15.935819,10.766143,,,,,,12
Human Presence,8157,1,Luangwa,15.935937,10.817651,,,,,,12
Human Presence,8158,1,Luangwa,15.935951,10.818564,,,,,,12
Human Presence,8159,1,Luangwa,15.935966,10.819392,,,,,,12
Human Presence,8160,1,Luangwa,15.935989,10.820587,,,,,,12
Human Presence,8161,1,Luangwa,15.935919,10.824111,,,,,,12
Human Presence,8162,1,Luangwa,15.93591,10.827171,,,,,,12
Human Presence,8163,1,Luangwa,15.935892,10.82794,,,,,,12
Human Presence,8164,1,Luangwa,15.935886,10.881062,,,,,,12
Human Presence,8165,1,Luangwa,15.935876,10.881505,,,,,,12
Human Presence,8166,1,Luangwa,15.929872,10.831495,,,,,,12
Human Presence,8167,1,Luangwa,15.929902,10.827596,,,,,,12
Human Presence,8168,1,Luangwa,15.929888,10.825413,,,,,,12
Human Presence,8169,1,Luangwa,15.929882,10.824731,,,,,,12
Human Presence,8170,1,Luangwa,15.929881,10.823631,,,,,,12
Human Presence,8171,1,Luangwa,15.929875,10.819908,,,,,,12
Human Presence,8172,1,Luangwa,15.929854,10.8181,,,,,,12
Human Presence,8173,1,Luangwa,15.92985,10.817548,,,,,,12
Human Presence,8174,1,Luangwa,15.929853,10.816684,,,,,,12
Human Presence,8175,1,Luangwa,15.929868,10.814658,,,,,,12
Human Presence,8176,1,Luangwa,15.929876,10.814031,,,,,,12
Human Presence,8177,1,Luangwa,15.929905,10.812283,,,,,,12
Human Presence,8178,1,Luangwa,15.929907,10.811651,,,,,,12
Human Presence,8179,1,Luangwa,15.929783,10.751925,,,,,,12
Human Presence,8180,1,Luangwa,15.929836,10.748521,,,,,,12
Human Presence,8181,1,Luangwa,15.929854,10.746008,,,,,,12
Human Presence,8182,1,Luangwa,15.929873,10.742117,,,,,,12
Human Presence,8183,1,Luangwa,15.929871,10.740539,,,,,,12
Human Presence,8184,1,Luangwa,15.929809,10.737964,,,,,,12
Human Presence,8185,1,Luangwa,15.929777,10.736507,,,,,,12
Human Presence,8186,1,Luangwa,15.929872,10.729101,,,,,,12
Human Presence,8187,1,Luangwa,15.929857,10.728043,,,,,,12
Human Presence,8188,1,Luangwa,15.929859,10.727015,,,,,,12
Human Presence,8189,1,Luangwa,15.929852,10.725753,,,,,,12
Human Presence,8190,1,Luangwa,15.929815,10.722204,,,,,,12
Human Presence,8191,1,Luangwa,15.929836,10.717286,,,,,,12
Human Presence,8192,1,Luangwa,15.929844,10.716248,,,,,,12
Human Presence,8193,1,Luangwa,15.929847,10.715505,,,,,,12
Human Presence,8194,1,Luangwa,15.929842,10.711464,,,,,,12
Human Presence,8195,1,Luangwa,15.929824,10.708672,,,,,,12
Human Presence,8196,1,Luangwa,15.929825,10.70806,,,,,,12
Human Presence,8197,1,Luangwa,15.929804,10.704844,,,,,,12
Human Presence,8198,1,Luangwa,15.929804,10.70439,,,,,,12
Human Presence,8199,1,Luangwa,15.929804,10.703886,,,,,,12
Human Presence,8200,1,Luangwa,15.929801,10.702704,,,,,,12
Human Presence,8201,1,Luangwa,15.929867,10.695873,,,,,,12
Human Presence,8202,1,Luangwa,15.92378,10.693322,,,,,,12
Human Presence,8203,1,Luangwa,15.923642,10.695557,,,,,,12
Human Presence,8204,1,Luangwa,15.923939,10.703891,,,,,,12
Human Presence,8205,1,Luangwa,15.923904,10.704797,,,,,,12
Human Presence,8206,1,Luangwa,15.923822,10.7088,,,,,,12
Human Presence,8207,1,Luangwa,15.923825,10.709377,,,,,,12
Human Presence,8208,1,Luangwa,15.923817,10.710258,,,,,,12
Human Presence,8209,1,Luangwa,15.923802,10.71098,,,,,,12
Human Presence,8210,1,Luangwa,15.923773,10.714224,,,,,,12
Human Presence,8211,1,Luangwa,15.923863,10.716887,,,,,,12
Human Presence,8212,1,Luangwa,15.923942,10.723585,,,,,,12
Human Presence,8213,1,Luangwa,15.923934,10.726113,,,,,,12
Human Presence,8214,1,Luangwa,15.923923,10.726472,,,,,,12
Human Presence,8215,1,Luangwa,15.923887,10.727375,,,,,,12
Human Presence,8216,1,Luangwa,15.923839,10.729903,,,,,,12
Human Presence,8217,1,Luangwa,15.92385,10.731331,,,,,,12
Human Presence,8218,1,Luangwa,15.923871,10.73216,,,,,,12
Human Presence,8219,1,Luangwa,15.923895,10.733599,,,,,,12
Human Presence,8220,1,Luangwa,15.923901,10.73427,,,,,,12
Human Presence,8221,1,Luangwa,15.923902,10.73524,,,,,,12
Human Presence,8222,1,Luangwa,15.923897,10.736068,,,,,,12
Human Presence,8223,1,Luangwa,15.923888,10.737145,,,,,,12
Human Presence,8224,1,Luangwa,15.923878,10.737816,,,,,,12
Human Presence,8225,1,Luangwa,15.923861,10.738879,,,,,,12
Human Presence,8226,1,Luangwa,15.923839,10.740045,,,,,,12
Human Presence,8227,1,Luangwa,15.923811,10.741104,,,,,,12
Human Presence,8228,1,Luangwa,15.923796,10.743614,,,,,,12
Human Presence,8229,1,Luangwa,15.923793,10.7446,,,,,,12
Human Presence,8230,1,Luangwa,15.923761,10.746323,,,,,,12
Human Presence,8231,1,Luangwa,15.923739,10.748988,,,,,,12
Human Presence,8232,1,Luangwa,15.923808,10.812021,,,,,,12
Human Presence,8233,1,Luangwa,15.923809,10.813237,,,,,,12
Human Presence,8234,1,Luangwa,15.923857,10.814896,,,,,,12
Human Presence,8235,1,Luangwa,15.923896,10.816675,,,,,,12
Human Presence,8236,1,Luangwa,15.923915,10.819449,,,,,,12
Human Presence,8237,1,Luangwa,15.923884,10.821785,,,,,,12
Human Presence,8238,1,Luangwa,15.923861,10.824372,,,,,,12
Human Presence,8239,1,Luangwa,15.923862,10.824978,,,,,,12
Human Presence,8240,1,Luangwa,15.923896,10.826439,,,,,,12
Human Presence,8241,1,Luangwa,15.923923,10.827781,,,,,,12
Human Presence,8242,1,Luangwa,15.923934,10.82898,,,,,,12
Human Presence,8243,1,Luangwa,15.923914,10.829593,,,,,,12
Human Presence,8244,1,Luangwa,15.923882,10.830634,,,,,,12
Human Presence,8245,1,Luangwa,15.923897,10.83992,,,,,,12
Human Presence,8246,1,Luangwa,15.9239,10.841328,,,,,,12
Human Presence,8247,1,Luangwa,15.923895,10.842858,,,,,,12
Human Presence,8248,1,Luangwa,15.917909,10.845816,,,,,,12
Human Presence,8249,1,Luangwa,15.917903,10.844681,,,,,,12
Human Presence,8250,1,Luangwa,15.917928,10.843228,,,,,,12
Human Presence,8251,1,Luangwa,15.917919,10.841331,,,,,,12
Human Presence,8252,1,Luangwa,15.917866,10.839802,,,,,,12
Human Presence,8253,1,Luangwa,15.917851,10.839298,,,,,,12
Human Presence,8254,1,Luangwa,15.917891,10.825795,,,,,,12
Human Presence,8255,1,Luangwa,15.917895,10.825422,,,,,,12
Human Presence,8256,1,Luangwa,15.917843,10.806339,,,,,,12
Human Presence,8257,1,Luangwa,15.917789,10.797077,,,,,,12
Human Presence,8258,1,Luangwa,15.917822,10.749847,,,,,,12
Human Presence,8259,1,Luangwa,15.917777,10.747723,,,,,,12
Human Presence,8260,1,Luangwa,15.91777,10.746979,,,,,,12
Human Presence,8261,1,Luangwa,15.91776,10.74591,,,,,,12
Human Presence,8262,1,Luangwa,15.917747,10.745155,,,,,,12
Human Presence,8263,1,Luangwa,15.917745,10.743921,,,,,,12
Human Presence,8264,1,Luangwa,15.917784,10.741663,,,,,,12
Human Presence,8265,1,Luangwa,15.917848,10.738214,,,,,,12
Human Presence,8266,1,Luangwa,15.917855,10.73628,,,,,,12
Human Presence,8267,1,Luangwa,15.917866,10.734276,,,,,,12
Human Presence,8268,1,Luangwa,15.917859,10.733151,,,,,,12
Human Presence,8269,1,Luangwa,15.917852,10.732606,,,,,,12
Human Presence,8270,1,Luangwa,15.91788,10.730549,,,,,,12
Human Presence,8271,1,Luangwa,15.917894,10.725767,,,,,,12
Human Presence,8272,1,Luangwa,15.917864,10.71276,,,,,,12
Human Presence,8273,1,Luangwa,15.917876,10.71015,,,,,,12
Human Presence,8274,1,Luangwa,15.917854,10.709333,,,,,,12
Human Presence,8275,1,Luangwa,15.917832,10.708715,,,,,,12
Human Presence,8276,1,Luangwa,15.917771,10.705176,,,,,,12
Human Presence,8277,1,Luangwa,15.917771,10.703936,,,,,,12
Human Presence,8278,1,Luangwa,15.917786,10.703082,,,,,,12
Human Presence,8279,1,Luangwa,15.911901,10.738647,,,,,,12
Human Presence,8280,1,Luangwa,15.911879,10.743919,,,,,,12
Human Presence,8281,1,Luangwa,15.911887,10.745465,,,,,,12
Human Presence,8282,1,Luangwa,15.911921,10.795117,,,,,,12
Human Presence,8283,1,Luangwa,15.911904,10.796451,,,,,,12
Human Presence,8284,1,Luangwa,15.911902,10.798389,,,,,,12
Human Presence,8285,1,Luangwa,15.911884,10.800116,,,,,,12
Human Presence,8286,1,Luangwa,15.911839,10.817261,,,,,,12
Human Presence,8287,1,Luangwa,15.911867,10.819263,,,,,,12
Human Presence,8288,1,Luangwa,15.911883,10.820546,,,,,,12
Human Presence,8289,1,Luangwa,15.91187,10.837856,,,,,,12
Human Presence,8290,1,Luangwa,15.911841,10.838904,,,,,,12
Human Presence,8291,1,Luangwa,15.911933,10.841131,,,,,,12
Human Presence,8292,1,Luangwa,15.911922,10.842578,,,,,,12
Human Presence,8293,1,Luangwa,15.91191,10.843318,,,,,,12
Human Presence,8294,1,Luangwa,15.911908,10.84454,,,,,,12
Human Presence,8295,1,Luangwa,15.911907,10.844874,,,,,,12
Human Presence,8296,1,Luangwa,15.911841,10.846572,,,,,,12
Human Presence,8297,1,Luangwa,15.911819,10.847373,,,,,,12
Human Presence,8298,1,Luangwa,15.911826,10.847921,,,,,,12
Human Presence,8299,1,Luangwa,15.911928,10.849855,,,,,,12
Human Presence,8300,1,Luangwa,15.911949,10.851124,,,,,,12
Human Presence,8301,1,Luangwa,15.905891,10.850761,,,,,,12
Human Presence,8302,1,Luangwa,15.905882,10.848157,,,,,,12
Human Presence,8303,1,Luangwa,15.905905,10.845785,,,,,,12
Human Presence,8304,1,Luangwa,15.905912,10.84519,,,,,,12
Human Presence,8305,1,Luangwa,15.905917,10.842414,,,,,,12
Human Presence,8306,1,Luangwa,15.90591,10.841687,,,,,,12
Human Presence,8307,1,Luangwa,15.90582,10.827765,,,,,,12
Human Presence,8308,1,Luangwa,15.905796,10.795604,,,,,,12
Human Presence,8309,1,Luangwa,15.905839,10.746902,,,,,,12
Human Presence,8310,1,Luangwa,15.90584,10.746566,,,,,,12
Human Presence,8311,1,Luangwa,15.905842,10.746338,,,,,,12
Human Presence,8312,1,Luangwa,15.905841,10.744391,,,,,,12
Human Presence,8313,1,Luangwa,15.905815,10.743595,,,,,,12
Human Presence,8314,1,Luangwa,15.905753,10.740787,,,,,,12
Human Presence,8315,1,Luangwa,15.905832,10.737248,,,,,,12
Human Presence,8316,1,Luangwa,15.905882,10.727628,,,,,,12
Human Presence,8317,1,Luangwa,15.899873,10.726652,,,,,,12
Human Presence,8318,1,Luangwa,15.899884,10.727514,,,,,,12
Human Presence,8319,1,Luangwa,15.899917,10.729069,,,,,,12
Human Presence,8320,1,Luangwa,15.899912,10.729738,,,,,,12
Human Presence,8321,1,Luangwa,15.899903,10.730573,,,,,,12
Human Presence,8322,1,Luangwa,15.899886,10.732059,,,,,,12
Human Presence,8323,1,Luangwa,15.89987,10.733289,,,,,,12
Human Presence,8324,1,Luangwa,15.899853,10.734366,,,,,,12
Human Presence,8325,1,Luangwa,15.89985,10.735291,,,,,,12
Human Presence,8326,1,Luangwa,15.89988,10.73725,,,,,,12
Human Presence,8327,1,Luangwa,15.899889,10.738016,,,,,,12
Human Presence,8328,1,Luangwa,15.899901,10.738997,,,,,,12
Human Presence,8329,1,Luangwa,15.899902,10.739609,,,,,,12
Human Presence,8330,1,Luangwa,15.899898,10.740378,,,,,,12
Human Presence,8331,1,Luangwa,15.899897,10.741089,,,,,,12
Human Presence,8332,1,Luangwa,15.899847,10.743322,,,,,,12
Human Presence,8333,1,Luangwa,15.899828,10.74394,,,,,,12
Human Presence,8334,1,Luangwa,15.899797,10.746251,,,,,,12
Human Presence,8335,1,Luangwa,15.899858,10.748336,,,,,,12
Human Presence,8336,1,Luangwa,15.89989,10.749177,,,,,,12
Human Presence,8337,1,Luangwa,15.899893,10.750898,,,,,,12
Human Presence,8338,1,Luangwa,15.899886,10.75162,,,,,,12
Human Presence,8339,1,Luangwa,15.899878,10.752403,,,,,,12
Human Presence,8340,1,Luangwa,15.899869,10.753276,,,,,,12
Human Presence,8341,1,Luangwa,15.899863,10.75434,,,,,,12
Human Presence,8342,1,Luangwa,15.899864,10.755458,,,,,,12
Human Presence,8343,1,Luangwa,15.899882,10.757401,,,,,,12
Human Presence,8344,1,Luangwa,15.899905,10.75841,,,,,,12
Human Presence,8345,1,Luangwa,15.899933,10.760246,,,,,,12
Human Presence,8346,1,Luangwa,15.899844,10.839427,,,,,,12
Human Presence,8347,1,Luangwa,15.899831,10.840747,,,,,,12
Human Presence,8348,1,Luangwa,15.899806,10.842841,,,,,,12
Human Presence,8349,1,Luangwa,15.899798,10.843448,,,,,,12
Human Presence,8350,1,Luangwa,15.899788,10.84433,,,,,,12
Human Presence,8351,1,Luangwa,15.899785,10.845093,,,,,,12
Human Presence,8352,1,Luangwa,15.899797,10.845978,,,,,,12
Human Presence,8353,1,Luangwa,15.893684,10.844987,,,,,,12
Human Presence,8354,1,Luangwa,15.893668,10.843583,,,,,,12
Human Presence,8355,1,Luangwa,15.893673,10.842707,,,,,,12
Human Presence,8356,1,Luangwa,15.893699,10.841396,,,,,,12
Human Presence,8357,1,Luangwa,15.893721,10.840439,,,,,,12
Human Presence,8358,1,Luangwa,15.893749,10.838919,,,,,,12
Human Presence,8359,1,Luangwa,15.893775,10.837565,,,,,,12
Human Presence,8360,1,Luangwa,15.893781,10.836193,,,,,,12
Human Presence,8361,1,Luangwa,15.89378,10.835318,,,,,,12
Human Presence,8362,1,Luangwa,15.893779,10.833706,,,,,,12
Human Presence,8363,1,Luangwa,15.893782,10.832953,,,,,,12
Human Presence,8364,1,Luangwa,15.893784,10.831867,,,,,,12
Human Presence,8365,1,Luangwa,15.893785,10.830974,,,,,,12
Human Presence,8366,1,Luangwa,15.893801,10.828933,,,,,,12
Human Presence,8367,1,Luangwa,15.893805,10.828259,,,,,,12
Human Presence,8368,1,Luangwa,15.893804,10.827517,,,,,,12
Human Presence,8369,1,Luangwa,15.893797,10.826533,,,,,,12
Human Presence,8370,1,Luangwa,15.893756,10.817318,,,,,,12
Human Presence,8371,1,Luangwa,15.893703,10.814271,,,,,,12
Human Presence,8372,1,Luangwa,15.893595,10.769001,,,,,,12
Human Presence,8373,1,Luangwa,15.893518,10.767856,,,,,,12
Human Presence,8374,1,Luangwa,15.893478,10.765345,,,,,,12
Human Presence,8375,1,Luangwa,15.893574,10.764076,,,,,,12
Human Presence,8376,1,Luangwa,15.893692,10.762384,,,,,,12
Human Presence,8377,1,Luangwa,15.893711,10.761775,,,,,,12
Human Presence,8378,1,Luangwa,15.893751,10.758942,,,,,,12
Human Presence,8379,1,Luangwa,15.893756,10.758114,,,,,,12
Human Presence,8380,1,Luangwa,15.893752,10.757375,,,,,,12
Human Presence,8381,1,Luangwa,15.893741,10.756416,,,,,,12
Human Presence,8382,1,Luangwa,15.893746,10.754745,,,,,,12
Human Presence,8383,1,Luangwa,15.893757,10.754157,,,,,,12
Human Presence,8384,1,Luangwa,15.893772,10.752673,,,,,,12
Human Presence,8385,1,Luangwa,15.893759,10.751306,,,,,,12
Human Presence,8386,1,Luangwa,15.893725,10.749117,,,,,,12
Human Presence,8387,1,Luangwa,15.893715,10.748423,,,,,,12
Human Presence,8388,1,Luangwa,15.893717,10.747206,,,,,,12
Human Presence,8389,1,Luangwa,15.893719,10.746703,,,,,,12
Human Presence,8390,1,Luangwa,15.893726,10.744934,,,,,,12
Human Presence,8391,1,Luangwa,15.893727,10.744823,,,,,,12
Human Presence,8392,1,Luangwa,15.89375,10.743695,,,,,,12
Human Presence,8393,1,Luangwa,15.893772,10.743004,,,,,,12
Human Presence,8394,1,Luangwa,15.89378,10.740303,,,,,,12
Human Presence,8395,1,Luangwa,15.89377,10.73979,,,,,,12
Human Presence,8396,1,Luangwa,15.893747,10.738573,,,,,,12
Human Presence,8397,1,Luangwa,15.893736,10.737926,,,,,,12
Human Presence,8398,1,Luangwa,15.893725,10.737215,,,,,,12
Human Presence,8399,1,Luangwa,15.893717,10.736351,,,,,,12
Human Presence,8400,1,Luangwa,15.893706,10.734788,,,,,,12
Human Presence,8401,1,Luangwa,15.893703,10.73323,,,,,,12
Human Presence,8402,1,Luangwa,15.893689,10.731439,,,,,,12
Human Presence,8403,1,Luangwa,15.89366,10.729384,,,,,,12
Human Presence,8404,1,Luangwa,15.887826,10.722597,,,,,,12
Human Presence,8405,1,Luangwa,15.88781,10.73225,,,,,,12
Human Presence,8406,1,Luangwa,15.887819,10.732991,,,,,,12
Human Presence,8407,1,Luangwa,15.887838,10.733682,,,,,,12
Human Presence,8408,1,Luangwa,15.88789,10.736151,,,,,,12
Human Presence,8409,1,Luangwa,15.887916,10.739117,,,,,,12
Human Presence,8410,1,Luangwa,15.887864,10.741935,,,,,,12
Human Presence,8411,1,Luangwa,15.887842,10.742553,,,,,,12
Human Presence,8412,1,Luangwa,15.887841,10.743779,,,,,,12
Human Presence,8413,1,Luangwa,15.88787,10.745574,,,,,,12
Human Presence,8414,1,Luangwa,15.887874,10.746285,,,,,,12
Human Presence,8415,1,Luangwa,15.887877,10.74746,,,,,,12
Human Presence,8416,1,Luangwa,15.887859,10.749329,,,,,,12
Human Presence,8417,1,Luangwa,15.887925,10.754642,,,,,,12
Human Presence,8418,1,Luangwa,15.887908,10.756208,,,,,,12
Human Presence,8419,1,Luangwa,15.88788,10.75773,,,,,,12
Human Presence,8420,1,Luangwa,15.887862,10.758832,,,,,,12
Human Presence,8421,1,Luangwa,15.887855,10.759154,,,,,,12
Human Presence,8422,1,Luangwa,15.887846,10.760848,,,,,,12
Human Presence,8423,1,Luangwa,15.887853,10.761537,,,,,,12
Human Presence,8424,1,Luangwa,15.887863,10.76242,,,,,,12
Human Presence,8425,1,Luangwa,15.887871,10.763176,,,,,,12
Human Presence,8426,1,Luangwa,15.887876,10.763762,,,,,,12
Human Presence,8427,1,Luangwa,15.887876,10.76455,,,,,,12
Human Presence,8428,1,Luangwa,15.887864,10.766072,,,,,,12
Human Presence,8429,1,Luangwa,15.887849,10.766624,,,,,,12
Human Presence,8430,1,Luangwa,15.887933,10.814399,,,,,,12
Human Presence,8431,1,Luangwa,15.887881,10.818662,,,,,,12
Human Presence,8432,1,Luangwa,15.887881,10.819395,,,,,,12
Human Presence,8433,1,Luangwa,15.887886,10.820229,,,,,,12
Human Presence,8434,1,Luangwa,15.887893,10.821454,,,,,,12
Human Presence,8435,1,Luangwa,15.887874,10.822611,,,,,,12
Human Presence,8436,1,Luangwa,15.887877,10.824002,,,,,,12
Human Presence,8437,1,Luangwa,15.887891,10.824748,,,,,,12
Human Presence,8438,1,Luangwa,15.887909,10.825804,,,,,,12
Human Presence,8439,1,Luangwa,15.88792,10.826732,,,,,,12
Human Presence,8440,1,Luangwa,15.88793,10.829837,,,,,,12
Human Presence,8441,1,Luangwa,15.887923,10.831927,,,,,,12
Human Presence,8442,1,Luangwa,15.887922,10.833211,,,,,,12
Human Presence,8443,1,Luangwa,15.887914,10.833858,,,,,,12
Human Presence,8444,1,Luangwa,15.887901,10.840525,,,,,,12
Human Presence,8445,1,Luangwa,15.8879,10.843262,,,,,,12
Human Presence,8446,1,Luangwa,15.887881,10.844633,,,,,,12
Human Presence,8447,1,Luangwa,15.887872,10.845365,,,,,,12
Human Presence,8448,1,Luangwa,15.887867,10.846788,,,,,,12
Human Presence,8449,1,Luangwa,15.887873,10.847539,,,,,,12
Human Presence,8450,1,Luangwa,15.881793,10.836125,,,,,,12
Human Presence,8451,1,Luangwa,15.881699,10.826096,,,,,,12
Human Presence,8452,1,Luangwa,15.881674,10.823289,,,,,,12
Human Presence,8453,1,Luangwa,15.881683,10.822938,,,,,,12
Human Presence,8454,1,Luangwa,15.881717,10.821556,,,,,,12
Human Presence,8455,1,Luangwa,15.881718,10.820592,,,,,,12
Human Presence,8456,1,Luangwa,15.881713,10.819885,,,,,,12
Human Presence,8457,1,Luangwa,15.881696,10.818676,,,,,,12
Human Presence,8458,1,Luangwa,15.881679,10.818,,,,,,12
Human Presence,8459,1,Luangwa,15.881594,10.81376,,,,,,12
Human Presence,8460,1,Luangwa,15.881774,10.807751,,,,,,12
Human Presence,8461,1,Luangwa,15.881735,10.80626,,,,,,12
Human Presence,8462,1,Luangwa,15.881582,10.803614,,,,,,12
Human Presence,8463,1,Luangwa,15.881725,10.770191,,,,,,12
Human Presence,8464,1,Luangwa,15.88172,10.76837,,,,,,12
Human Presence,8465,1,Luangwa,15.8818,10.765022,,,,,,12
Human Presence,8466,1,Luangwa,15.88181,10.763697,,,,,,12
Human Presence,8467,1,Luangwa,15.881805,10.763029,,,,,,12
Human Presence,8468,1,Luangwa,15.881766,10.761642,,,,,,12
Human Presence,8469,1,Luangwa,15.881749,10.761273,,,,,,12
Human Presence,8470,1,Luangwa,15.881679,10.760093,,,,,,12
Human Presence,8471,1,Luangwa,15.881651,10.759634,,,,,,12
Human Presence,8472,1,Luangwa,15.881621,10.757982,,,,,,12
Human Presence,8473,1,Luangwa,15.881651,10.757391,,,,,,12
Human Presence,8474,1,Luangwa,15.881737,10.755846,,,,,,12
Human Presence,8475,1,Luangwa,15.881756,10.755167,,,,,,12
Human Presence,8476,1,Luangwa,15.881753,10.754128,,,,,,12
Human Presence,8477,1,Luangwa,15.88175,10.753514,,,,,,12
Human Presence,8478,1,Luangwa,15.881744,10.751287,,,,,,12
Human Presence,8479,1,Luangwa,15.881714,10.748751,,,,,,12
Human Presence,8480,1,Luangwa,15.881716,10.74819,,,,,,12
Human Presence,8481,1,Luangwa,15.881724,10.74677,,,,,,12
Human Presence,8482,1,Luangwa,15.881727,10.746307,,,,,,12
Human Presence,8483,1,Luangwa,15.881738,10.745407,,,,,,12
Human Presence,8484,1,Luangwa,15.881747,10.744714,,,,,,12
Human Presence,8485,1,Luangwa,15.881764,10.743682,,,,,,12
Human Presence,8486,1,Luangwa,15.881788,10.742796,,,,,,12
Human Presence,8487,1,Luangwa,15.88181,10.742123,,,,,,12
Human Presence,8488,1,Luangwa,15.881828,10.741319,,,,,,12
Human Presence,8489,1,Luangwa,15.881837,10.740582,,,,,,12
Human Presence,8490,1,Luangwa,15.881835,10.739337,,,,,,12
Human Presence,8491,1,Luangwa,15.881824,10.738418,,,,,,12
Human Presence,8492,1,Luangwa,15.881818,10.737691,,,,,,12
Human Presence,8493,1,Luangwa,15.881812,10.736593,,,,,,12
Human Presence,8494,1,Luangwa,15.881803,10.735158,,,,,,12
Human Presence,8495,1,Luangwa,15.881797,10.734614,,,,,,12
Human Presence,8496,1,Luangwa,15.881787,10.732947,,,,,,12
Human Presence,8497,1,Luangwa,15.875816,10.718976,,,,,,12
Human Presence,8498,1,Luangwa,15.875819,10.720255,,,,,,12
Human Presence,8499,1,Luangwa,15.875839,10.722178,,,,,,12
Human Presence,8500,1,Luangwa,15.875838,10.727777,,,,,,12
Human Presence,8501,1,Luangwa,15.87583,10.730224,,,,,,12
Human Presence,8502,1,Luangwa,15.875818,10.732733,,,,,,12
Human Presence,8503,1,Luangwa,15.875825,10.733644,,,,,,12
Human Presence,8504,1,Luangwa,15.875833,10.73419,,,,,,12
Human Presence,8505,1,Luangwa,15.875845,10.735652,,,,,,12
Human Presence,8506,1,Luangwa,15.875843,10.736213,,,,,,12
Human Presence,8507,1,Luangwa,15.875842,10.73777,,,,,,12
Human Presence,8508,1,Luangwa,15.875854,10.738405,,,,,,12
Human Presence,8509,1,Luangwa,15.87589,10.739776,,,,,,12
Human Presence,8510,1,Luangwa,15.875899,10.74064,,,,,,12
Human Presence,8511,1,Luangwa,15.875898,10.741866,,,,,,12
Human Presence,8512,1,Luangwa,15.875909,10.74265,,,,,,12
Human Presence,8513,1,Luangwa,15.875938,10.744304,,,,,,12
Human Presence,8514,1,Luangwa,15.875938,10.744901,,,,,,12
Human Presence,8515,1,Luangwa,15.87594,10.74614,,,,,,12
Human Presence,8516,1,Luangwa,15.87596,10.747506,,,,,,12
